index,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,disclosure_date,date,cost
4975,08/31/2017,Spouse,HRL,Hormel Foods Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4976,08/31/2017,Spouse,,INTC-Intel Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4977,08/31/2017,Spouse,,Johnson and Johnson,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4978,08/31/2017,Spouse,,MSFT-Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4979,08/31/2017,Spouse,NPK,"National Presto Industries, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4980,08/31/2017,Spouse,,PFE-Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4981,08/31/2017,Spouse,,PG-The Procter &amp; Gamble Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4982,08/31/2017,Spouse,RHI,Robert Half International Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4983,08/31/2017,Spouse,TMO,Thermo Fisher Scientific Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
5210,06/28/2017,Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ce8a5fa4-2dab-450b-91fc-22b029d095a3/,07/03/2017,2017-06-28,15000.0
5211,06/28/2017,Spouse,,Central Fund of Canada,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ce8a5fa4-2dab-450b-91fc-22b029d095a3/,07/03/2017,2017-06-28,15000.0
5493,03/27/2017,Spouse,,Dominion Resources,Stock,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-27,50000.0
5495,03/22/2017,Spouse,,Under Armour,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-22,15000.0
5496,03/21/2017,Spouse,,Weight Watchers Intl Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-21,15000.0
5497,03/21/2017,Spouse,,KKR &amp; Co LP,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-21,15000.0
5498,03/21/2017,Spouse,,PDL Biopharma,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-21,15000.0
5499,03/21/2017,Spouse,,Shaw Communications,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-21,15000.0
5500,03/21/2017,Spouse,,Southern Company,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-21,15000.0
5501,03/21/2017,Spouse,TSN,"Tyson Foods, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,2017-03-21,15000.0
5662,02/28/2017,Self,,SE - Spectra Energy Corp,Stock,Exchange,"$15,001 - $50,000",Spectra Energy Corp exchanged for Enbridge Inc,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/1c67a189-fb8a-42ed-a265-91ebaf4af2e3/,03/03/2017,2017-02-28,50000.0
5663,02/28/2017,Self,,Enbridge Inc,Stock,Exchange,"$15,001 - $50,000",Spectra Energy Corp exchanged for Enbridge Inc,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/1c67a189-fb8a-42ed-a265-91ebaf4af2e3/,03/03/2017,2017-02-28,50000.0
5664,02/10/2017,Spouse,,Preospect Capital Group,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/1c67a189-fb8a-42ed-a265-91ebaf4af2e3/,03/03/2017,2017-02-10,15000.0
5750,01/23/2017,Spouse,,Pfizer Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/76d3f15b-9256-46b5-b1ee-244c63152f16/,02/06/2017,2017-01-23,15000.0
5751,01/23/2017,Spouse,,Pfizer Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/76d3f15b-9256-46b5-b1ee-244c63152f16/,02/06/2017,2017-01-23,15000.0
5752,01/17/2017,Spouse,,Vector Group Ltd.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/76d3f15b-9256-46b5-b1ee-244c63152f16/,02/06/2017,2017-01-17,15000.0
5753,01/17/2017,Spouse,,Reynolds American Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/76d3f15b-9256-46b5-b1ee-244c63152f16/,02/06/2017,2017-01-17,15000.0
5826,12/16/2016,Spouse,,Pembina Pipeline Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,2016-12-16,15000.0
5827,12/16/2016,Spouse,,Veresen Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,2016-12-16,15000.0
5828,12/16/2016,Spouse,,Clearbridge Energy MLP Fund,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,2016-12-16,15000.0
5829,12/16/2016,Spouse,,ClearBridge American Energy MLP Fund Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,2016-12-16,15000.0
5830,12/16/2016,Spouse,,Lincoln National Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,2016-12-16,50000.0
5831,12/15/2016,Spouse,,MetLife Inc,Stock,Sale (Partial),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,2016-12-15,50000.0
5957,11/17/2016,Spouse,RAI,Reynolds American Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/071a80e8-aac3-44cb-bd6e-7a7ad9f5f7b5/,12/01/2016,2016-11-17,15000.0
5958,11/17/2016,Spouse,,Philip Morris Intl,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/071a80e8-aac3-44cb-bd6e-7a7ad9f5f7b5/,12/01/2016,2016-11-17,15000.0
5959,11/14/2016,Spouse,,Central Fund of Canada Ltd A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/071a80e8-aac3-44cb-bd6e-7a7ad9f5f7b5/,12/01/2016,2016-11-14,15000.0
5960,11/14/2016,Spouse,SCCO,Southern Copper Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/071a80e8-aac3-44cb-bd6e-7a7ad9f5f7b5/,12/01/2016,2016-11-14,15000.0
5975,11/08/2016,Spouse,ASIX,AdvanSix Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/071a80e8-aac3-44cb-bd6e-7a7ad9f5f7b5/,12/01/2016,2016-11-08,15000.0
6050,10/11/2016,Spouse,,Alcoa Inc Pfd Cl B,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/11ef2ae5-ee16-4226-9c53-3d5acad5a8c7/,11/01/2016,2016-10-11,15000.0
6087,09/26/2016,Spouse,,Owens &amp; Minor Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/7f30d730-a4ad-419b-aed3-e8d008b1e39b/,10/04/2016,2016-09-26,15000.0
6088,09/26/2016,Spouse,MDT,Medtronic plc,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/7f30d730-a4ad-419b-aed3-e8d008b1e39b/,10/04/2016,2016-09-26,15000.0
6090,09/08/2016,Spouse,,Spectra Energy,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/7f30d730-a4ad-419b-aed3-e8d008b1e39b/,10/04/2016,2016-09-08,15000.0
6141,08/26/2016,Spouse,,Calamos Asset Mgmt Cl A,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/342b1bd1-97e7-4edd-ae16-33b8c66aa9ae/,09/01/2016,2016-08-26,15000.0
6142,08/26/2016,Spouse,,Convergys,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/342b1bd1-97e7-4edd-ae16-33b8c66aa9ae/,09/01/2016,2016-08-26,15000.0
6243,07/14/2016,Spouse,,Under Armour Class A,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cae9ddff-8b81-4f6c-b9ff-59cb075f01d4/,08/01/2016,2016-07-14,15000.0
6244,07/14/2016,Spouse,,PDL Biopharma Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cae9ddff-8b81-4f6c-b9ff-59cb075f01d4/,08/01/2016,2016-07-14,15000.0
6245,07/14/2016,Spouse,,Testainer Group Holdings,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cae9ddff-8b81-4f6c-b9ff-59cb075f01d4/,08/01/2016,2016-07-14,15000.0
6246,07/14/2016,Spouse,,Under Armour Class C,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cae9ddff-8b81-4f6c-b9ff-59cb075f01d4/,08/01/2016,2016-07-14,15000.0
6247,07/14/2016,Spouse,,Dupont,Stock,Sale (Partial),"$50,001 - $100,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/cae9ddff-8b81-4f6c-b9ff-59cb075f01d4/,08/01/2016,2016-07-14,100000.0
6322,06/24/2016,Spouse,AEE,Ameren Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b9ee7d2d-3753-48bb-ab16-5404f44eefd2/,07/01/2016,2016-06-24,15000.0
6327,06/24/2016,Spouse,,Welltower Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b9ee7d2d-3753-48bb-ab16-5404f44eefd2/,07/01/2016,2016-06-24,15000.0
6328,06/23/2016,Spouse,,Baxter Intl,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b9ee7d2d-3753-48bb-ab16-5404f44eefd2/,07/01/2016,2016-06-23,15000.0
6329,06/07/2016,Spouse,WTR,Aqua America Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b9ee7d2d-3753-48bb-ab16-5404f44eefd2/,07/01/2016,2016-06-07,15000.0
6365,05/12/2016,Spouse,,Hannon Armstrong Sustainable Infrastructure,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/079240a6-19aa-42c2-b5e9-8bf5d14ab0ca/,06/01/2016,2016-05-12,15000.0
6366,05/12/2016,Spouse,,Universal Health Realty Inc Tr,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/079240a6-19aa-42c2-b5e9-8bf5d14ab0ca/,06/01/2016,2016-05-12,15000.0
6510,03/31/2016,Spouse,SE,Spectra Energy Corp.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/89bb8577-2e2e-44be-99d3-db1a49960b2c/,04/05/2016,2016-03-31,15000.0
6511,03/31/2016,Spouse,,New Jersey Resources,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/89bb8577-2e2e-44be-99d3-db1a49960b2c/,04/05/2016,2016-03-31,15000.0
6567,02/16/2016,Spouse,ADT.F,ADT CORPORATION,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/75e51247-1b2c-409f-a73a-53a663bf2044/,03/03/2016,2016-02-16,15000.0
6568,02/11/2016,Spouse,,Boeing Co,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/75e51247-1b2c-409f-a73a-53a663bf2044/,03/03/2016,2016-02-11,15000.0
6569,02/02/2016,Spouse,,Met Life Inc,Stock,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/75e51247-1b2c-409f-a73a-53a663bf2044/,03/03/2016,2016-02-02,50000.0
6680,01/27/2016,Spouse,,Walt Disney Co Hldg,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-27,15000.0
6681,01/27/2016,Spouse,,Boeing Co,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-27,15000.0
6682,01/21/2016,Spouse,,Lincoln Naitonal Corp,Stock,Sale (Partial),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,50000.0
6683,01/29/2016,Spouse,,Tyco Intl PLC,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-29,15000.0
6684,01/25/2016,Spouse,,E I Dupont de Nemours,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-25,15000.0
6685,01/25/2016,Spouse,,Under Armour Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-25,15000.0
6686,01/25/2016,Spouse,,Verizon Communications,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-25,15000.0
6687,01/21/2016,Spouse,,Cisco Company,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6688,01/21/2016,Spouse,,3M Company,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6689,01/21/2016,Spouse,,Ameren Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6690,01/21/2016,Spouse,,Enersis S.A. Amer Dep shrs,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6691,01/15/2016,Spouse,,E I Dupont de Nemours,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-15,15000.0
6692,01/21/2016,Spouse,,Clearbridge American Energy MLP Fund,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6693,01/21/2016,Spouse,,Blackrock Global Opportunity Equity Tr,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6694,01/21/2016,Spouse,,Dominion Resources,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6695,01/21/2016,Spouse,,Blackrock Res &amp; Comm Strat Tr,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-21,15000.0
6696,01/11/2016,Spouse,,Northern Tier Energy LP,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4664aeee-9dd2-4135-a4f7-b2ecdc786f48/,02/02/2016,2016-01-11,15000.0
6812,12/23/2015,Spouse,,Weight Watchers Intl Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/,01/07/2016,2015-12-23,15000.0
6813,12/08/2015,Spouse,,Weight Watchers Intl Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/,01/07/2016,2015-12-08,15000.0
6814,12/01/2015,Spouse,,Under Armour Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/,01/07/2016,2015-12-01,15000.0
6932,11/18/2015,Spouse,,Conagra Foods Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4fa4bc96-c2ae-4dfd-8af1-872ecc64a0ba/,12/01/2015,2015-11-18,15000.0
6933,11/18/2015,Spouse,,Tyson Foods Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4fa4bc96-c2ae-4dfd-8af1-872ecc64a0ba/,12/01/2015,2015-11-18,15000.0
6934,11/04/2015,Spouse,,New Jersey Resources Cp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4fa4bc96-c2ae-4dfd-8af1-872ecc64a0ba/,12/01/2015,2015-11-04,15000.0
6935,11/04/2015,Spouse,,Northwest Natural Gas Co,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4fa4bc96-c2ae-4dfd-8af1-872ecc64a0ba/,12/01/2015,2015-11-04,15000.0
7028,10/06/2015,Spouse,,DuPont EI de Nemours &amp; Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/5e467ac8-d0e3-4d4c-836f-e7f3dc3639c1/,11/13/2015,2015-10-06,15000.0
7162,09/11/2015,Spouse,,DuPont EI de Nemours &amp; Co,Stock,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-11,50000.0
7163,09/17/2015,Spouse,,Under Armour Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7164,09/17/2015,Spouse,,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7165,09/17/2015,Spouse,,Procter &amp; Gamble,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7166,09/17/2015,Spouse,,DuPont EI de Nemours &amp; Co,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7167,09/17/2015,Spouse,,Procter &amp; Gamble,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7168,09/17/2015,Spouse,,General Electric Co,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7169,09/17/2015,Spouse,,Tyco Intl Plc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7170,09/17/2015,Spouse,,SPDR Euro Stoxx 50 ETF,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7171,09/17/2015,Spouse,,Bank of America,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7172,09/17/2015,Spouse,,Walt Disney &amp; Co Hldg Co,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7173,09/17/2015,Spouse,,JP Morgan Chase &amp; Co.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7174,09/17/2015,Spouse,,Verizon Communications,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,15000.0
7175,09/17/2015,Spouse,,SPDR Trust Series 1,Stock,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,2015-09-17,50000.0
