index,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,disclosure_date,date,cost
3451,10/29/2018,Spouse,,Agilent Technologies,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3452,10/29/2018,Spouse,,Lazard Global Total Return &amp; Income,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3453,10/29/2018,Spouse,,Packaging Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3454,10/29/2018,Spouse,,Fedex Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3455,10/29/2018,Spouse,,Altria Group,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3456,10/29/2018,Spouse,,Metlife,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3458,10/29/2018,Spouse,,Raytheon,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3459,10/29/2018,Spouse,,Mantech Intl,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3461,10/29/2018,Spouse,,Zoetis Inc Class A,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3462,10/29/2018,Spouse,,CyrusOne Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3463,10/29/2018,Spouse,,Sprott Physical Gold &amp; Silver Tr,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3464,10/29/2018,Spouse,,Pentair PLC,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3466,10/29/2018,Spouse,,Abbvie,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3468,10/29/2018,Spouse,,TenCent Holdings Ltd Unsponsored ADR,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3469,10/29/2018,Spouse,,Algonquin Power Utils,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3474,10/29/2018,Spouse,,DowDupont,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3475,10/29/2018,Spouse,,Iron Mountain,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3476,10/29/2018,Spouse,,Corning Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3477,10/29/2018,Spouse,,Fifth Third Bancorp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3478,10/29/2018,Spouse,,Intel Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3479,10/29/2018,Spouse,,Tyson Foods,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-29,15000.0
3480,10/26/2018,Spouse,,Amazon,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-26,15000.0
3483,10/22/2018,Spouse,,Amazon,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-22,15000.0
3484,10/12/2018,Spouse,,Amazon,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-12,15000.0
3500,10/05/2018,Spouse,,Raytheon,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ead81d70-af51-4861-839c-10933f246e99/,11/02/2018,2018-10-05,15000.0
3533,09/10/2018,Spouse,,Hewlett Packard Enterprises,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bb4fab28-8b2b-4fd7-a7f0-3127150d61b8/,10/04/2018,2018-09-10,15000.0
3534,09/10/2018,Spouse,,Analog Devices,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bb4fab28-8b2b-4fd7-a7f0-3127150d61b8/,10/04/2018,2018-09-10,15000.0
3601,08/17/2018,Spouse,,Sprott Physical Gold and Silver,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,09/05/2018,2018-08-17,15000.0
3602,08/13/2018,Spouse,,VF Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,09/05/2018,2018-08-13,15000.0
3603,08/07/2018,Spouse,,Abbvie,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,09/05/2018,2018-08-07,15000.0
3604,08/07/2018,Spouse,,Owens &amp; Minor,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/fe2fa574-9d5d-486d-87e3-30c6628ea080/,09/05/2018,2018-08-07,15000.0
3671,07/23/2018,Spouse,,Knight-Swift Transportation Holdings,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4effd1f7-f8b3-4997-b6ce-08a6628a538d/,08/03/2018,2018-07-23,15000.0
3672,07/23/2018,Spouse,,Danaher Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4effd1f7-f8b3-4997-b6ce-08a6628a538d/,08/03/2018,2018-07-23,15000.0
3673,07/23/2018,Spouse,,Tellus Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4effd1f7-f8b3-4997-b6ce-08a6628a538d/,08/03/2018,2018-07-23,15000.0
3674,07/23/2018,Spouse,,Walt Disney Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/4effd1f7-f8b3-4997-b6ce-08a6628a538d/,08/03/2018,2018-07-23,15000.0
3858,05/24/2018,Spouse,,Nvent Electric,Stock,Sale (Full),"$1,001 - $15,000",Spin off from asset still held (Pentair plc) and then sold.,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,06/04/2018,2018-05-24,15000.0
3859,05/24/2018,Spouse,,The Scotts Miracle-Gro Group,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,06/04/2018,2018-05-24,15000.0
3871,05/01/2018,Spouse,,National Presto Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,06/04/2018,2018-05-01,15000.0
3872,05/01/2018,Spouse,,Harris Corp Delaware,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,06/04/2018,2018-05-01,15000.0
3873,05/01/2018,Spouse,,Iron Mountain,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,06/04/2018,2018-05-01,15000.0
3876,05/01/2018,Spouse,,Newell Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,06/04/2018,2018-05-01,15000.0
3877,05/01/2018,Spouse,,CVS Health,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/735d698e-30c7-4a12-86b3-ba7092f25878/,06/04/2018,2018-05-01,15000.0
4265,02/27/2018,Spouse,,Seagate Technology,Stock,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/c92b1efa-9294-4cc9-b002-c13f5863c0c8/,03/01/2018,2018-02-27,50000.0
4337,01/12/2018,Spouse,,Omega Healthcare Inv,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4338,01/12/2018,Spouse,,Ares Capital,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4339,01/12/2018,Spouse,,Western Asset /Claymore Inflation &amp; Opportunity,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4340,01/12/2018,Spouse,,Owens &amp; Minor,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4342,01/12/2018,Spouse,,Newell Brands,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4343,01/12/2018,Spouse,,Axis Capital Holdings,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4345,01/12/2018,Spouse,,Gladstone Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4346,01/12/2018,Spouse,,CyrusOne,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4355,01/12/2018,Spouse,,FMC Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4356,01/12/2018,Spouse,,General Electric,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4357,01/12/2018,Spouse,,Intel Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4358,01/12/2018,Spouse,,Robert Half Intl,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/ed21d4dc-d88e-409f-ae96-045dd22642ab/,02/06/2018,2018-01-12,15000.0
4447,12/29/2017,Spouse,,Seagate Technology,Stock,Purchase,"$1,001 - $15,000",Purchase occurred when JPM Contingent Autocall on STX matured.,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f41059bd-e6da-40bb-af54-7ba0c0b50a07/,01/05/2018,2017-12-29,15000.0
4448,12/12/2017,Spouse,,Iron Mountain,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f41059bd-e6da-40bb-af54-7ba0c0b50a07/,01/05/2018,2017-12-12,15000.0
4815,09/29/2017,Spouse,,Western Asset/Claymore Inflation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-29,15000.0
4823,09/29/2017,Spouse,,Compass Minerals,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-29,15000.0
4824,09/29/2017,Spouse,,Acadian Timber,Stock,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-29,50000.0
4827,09/18/2017,Spouse,,Hexcel Corp New,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-18,15000.0
4828,09/18/2017,Spouse,,Mantech Intl Corp Cl A,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-18,15000.0
4829,09/18/2017,Spouse,,Orbital ATK,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-18,15000.0
4830,09/07/2017,Spouse,,SPDR Gold Tr Gold Shs,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-07,15000.0
4831,09/07/2017,Spouse,,Central Fund of Canada,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,2017-09-07,15000.0
4917,08/31/2017,Spouse,,Visa Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4920,08/31/2017,Spouse,,Total S.A. Sponsored ADR,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4921,08/31/2017,Spouse,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4922,08/31/2017,Spouse,RMD,ResMed Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4923,08/31/2017,Spouse,,Omega Healthcare Inc Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4924,08/31/2017,Spouse,ARCC,Ares Capital Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4925,08/31/2017,Spouse,,BancoLatinomericano De Comericio Exteror S.A.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4926,08/31/2017,Spouse,,BAE Systems PLC Sponsored ADR,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4927,08/31/2017,Spouse,,Western Asset/Claymore Inflation Opportunity Income Tr,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4928,08/31/2017,Spouse,,Owens &amp; Minor Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4929,08/31/2017,Spouse,,Verizon Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4931,08/31/2017,Spouse,,Agilent Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4932,08/31/2017,Spouse,,Nvidia Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4935,08/31/2017,Spouse,,Alexandria Real Estate Equity Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4936,08/31/2017,Spouse,NWL,Newell Brands Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4937,08/31/2017,Spouse,,Diageo PLC Sponsored ADR,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4938,08/31/2017,Spouse,,Honeywell Intl Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4939,08/31/2017,Spouse,,Packaging Corp of America,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4940,08/31/2017,Spouse,,Altria Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4941,08/31/2017,Spouse,,MetLife Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4943,08/31/2017,Spouse,PBA,Pembina Pipeline Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4944,08/31/2017,Spouse,,Axis Capital Holdings Ltd,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4945,08/31/2017,Spouse,,Medical Properties Trust Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4947,08/31/2017,Spouse,GLAD,Gladstone Capital Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4949,08/31/2017,Spouse,,ETN - Eaton Corporation plc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4950,08/31/2017,Spouse,,Zoetis Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4951,08/31/2017,Spouse,,CONE - CyrusOne Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4953,08/31/2017,Spouse,,PNR - Pentair plc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4955,08/31/2017,Spouse,,Western Asset Emerging Markets Fd,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4956,08/31/2017,Spouse,,Tencent Holdings Ltd Unsponsored ADR,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4957,08/31/2017,Spouse,,Algonquin Power Utilities Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4959,08/31/2017,Spouse,,Oribtal ATK Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4963,08/31/2017,Spouse,,Chubb Corp,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4964,08/31/2017,Spouse,,Abbott Labs,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4965,08/31/2017,Spouse,,Analog Devices Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4966,08/31/2017,Spouse,,AAPL-Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4967,08/31/2017,Spouse,,Bristol Myers Squibb,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4968,08/31/2017,Spouse,,"CSCO-Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4969,08/31/2017,Spouse,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4970,08/31/2017,Spouse,DHR,Danaher Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4971,08/31/2017,Spouse,,Walt Disney Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4972,08/31/2017,Spouse,,FMC Corp New,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4973,08/31/2017,Spouse,,GE-General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
4974,08/31/2017,Spouse,HRS,Harris Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,2017-08-31,15000.0
